dataid,active_record,building_type,city,state,egauge_1min_min_time,egauge_1min_max_time,egauge_1min_data_availability,,egauge_1s_max_time,egauge_1s_data_availability,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,battery1,car1,car2,circpump1,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,grid,heater1,heater2,heater3,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,pool2,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,sewerpump1,shed1,solar,solar2,sprinkler1,sumppump1,utilityroom1,venthood1,waterheater1,waterheater2,winecooler1,wellpump1,water_ert_min_time,water_ert_max_time,water_data_availability,gas_ert_min_time,gas_ert_max_time,gas_data_availability,indoor_temp_min_time,indoor_temp_max_time,indoor_temp_data_availability,date_enrolled,date_withdrawn,house_construction_year,total_square_footage,first_floor_square_footage,second_floor_square_footage,third_floor_square_footage,half_floor_square_footage,lower_level_square_footage,pv,pv_panel_direction,total_amount_of_pv,amount_of_south_facing_pv,amount_of_west_facing_pv,amount_of_east_facing_pv,number_of_nests,audit_2011,audit_2013_2014,survey_2011,survey_2012,survey_2013,survey_2014,survey_2017,survey_2019,program_579,program_baseline,program_energy_internet_demo,program_lg_appliance,program_verizon,program_ccet_group,program_civita_group,program_shines
825,yes,Single-Family Home 001 (Master),Sherman,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,2661,1986,675,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,,,,,,,
831,yes,Single-Family Home 001 (Master),Richardson,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,
941,yes,Single-Family Home 001 (Master),Plano,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,2161,2161,,,,,,,,,,,,,,,,,yes,,,yes,,,,,,,
985,yes,Single-Family Home 001 (Master),Midland,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,1604,1120,484,,,,,,,,,,,,,,,,yes,yes,,yes,,,,,,,
1115,yes,Single-Family Home 001 (Master),Dallas,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,2894,2894,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
1146,yes,Single-Family Home 001 (Master),Sulphur Springs,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,1475,1475,,,,,,,,,,,,,,,,yes,yes,yes,,yes,,,,,,,
1312,yes,Single-Family Home 001 (Master),Dallas,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,996,996,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
1388,yes,Single-Family Home 001 (Master),Dallas,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,
1499,yes,Single-Family Home 001 (Master),Temple,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,2787,2787,,,,,,,,,,,,,,,,,yes,yes,,yes,,,,,,,
1515,yes,Single-Family Home 001 (Master),Waco,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,2074,2074,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
1591,yes,Single-Family Home 001 (Master),Richardson,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,1883,1883,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
1604,yes,Single-Family Home 001 (Master),Dallas,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,3536,3536,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,
1608,yes,Single-Family Home 001 (Master),Houston,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,2423,263,2160,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,
1711,yes,Single-Family Home 001 (Master),Little Elm,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,3192,1596,1596,,,,,,,,,,,,,,,,,,,yes,,,,,,,
1741,yes,Single-Family Home 001 (Master),Houston,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,1948,1948,,,,,,,,,,,,,,,,yes,yes,,,yes,,,,,,,
1830,yes,Single-Family Home 001 (Master),Dallas,Texas,2013-10-19 19:00:00-05:00,2017-11-10 06:34:00-06:00,1.00,,,,yes,,,,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,yes,,,,,,,,,,,,,,,,,,,3/19/2013,,,2015,2015,,,,,yes,,,,,,,,,,,,,,,yes,,,,,,,
1958,yes,Single-Family Home 001 (Master),Houston,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,3230,1494,1736,,,,,,,,,,,,,,,,yes,,,yes,,,,,,,
1960,yes,Single-Family Home 001 (Master),Fort Worth,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,1390,1390,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
2053,yes,Single-Family Home 001 (Master),Brownwood,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,1180,1180,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,
2084,yes,Single-Family Home 001 (Master),Houston,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,1696,1696,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,
2090,yes,Single-Family Home 001 (Master),Flint,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
2152,yes,Single-Family Home 001 (Master),Freeport,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
2198,yes,Single-Family Home 001 (Master),Sugar Land,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,1936,1936,,,,,,,,,,,,,,,,yes,yes,,yes,yes,,,,,,,
2216,yes,Single-Family Home 001 (Master),Houston,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,1157,1157,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
2290,yes,Single-Family Home 001 (Master),Spring,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,2759,2759,,,,,,,,,,,,,,,,,yes,,,yes,,,,,,,
2296,yes,Single-Family Home 001 (Master),Plano,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,3273,2145,1128,,,,yes,,6,,,,,,,,,yes,,,,yes,,,,,,,
2300,yes,Single-Family Home 001 (Master),Houston,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,1711,1711,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
2314,yes,Single-Family Home 001 (Master),Dallas,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,2534,2534,,,,,,,,,,,,,,,,yes,yes,,,yes,,,,,,,
2322,yes,Single-Family Home 001 (Master),Dallas,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,3209,3209,,,,,,,,,,,,,,,,yes,yes,yes,,yes,,,,,,,
2485,yes,Single-Family Home 001 (Master),Pottsboro,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,2510,2510,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,,,,,,,
2534,yes,Single-Family Home 001 (Master),Houston,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,,,,,,,,,,,,,,,,,,,yes,,yes,yes,,,,,,,
2678,yes,Single-Family Home 001 (Master),Taylor,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,2323,2323,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
2713,yes,Single-Family Home 001 (Master),Taylor,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,1786,1786,,,,,,,,,,,,,,,,,,yes,yes,yes,,,,,,,
2744,yes,Single-Family Home 001 (Master),Plano,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,1078,1078,,,,,,,,,,,,,,,,yes,yes,,,yes,,,,,,,
2805,yes,Single-Family Home 001 (Master),Houston,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,2580,1362,1218,,,,,,,,,,,,,,,,,,,yes,,,,,,,
2835,yes,Single-Family Home 001 (Master),Houston,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,3067,3067,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
3098,yes,Single-Family Home 001 (Master),Dallas,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,,,,,,,,,,,,,,,,,,yes,yes,,,yes,,,,,,,
3115,yes,Single-Family Home 001 (Master),Houston,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,2453,2453,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
3458,yes,Single-Family Home 001 (Master),Arlington,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,3250,3250,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
3555,yes,Single-Family Home 001 (Master),Fort Worth,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,1350,1350,,,,,,,,,,,,,,,,yes,yes,yes,,yes,,,,,,,
3575,yes,Single-Family Home 001 (Master),Gainesville,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,2394,2394,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
3896,yes,Single-Family Home 001 (Master),Bellaire,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,3233,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
3930,yes,Single-Family Home 001 (Master),Houston,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,1286,1286,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
4056,yes,Single-Family Home 001 (Master),Fort Worth,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,2480,2480,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,
9934,yes,Single-Family Home 001 (Master),Austin,Texas,2012-10-12 19:00:00-05:00,2021-01-31 02:59:00-06:00,0.87,,,,yes,,,,,,,yes,,,,,,yes,,,yes,,,,yes,,yes,,yes,yes,yes,,,yes,,,,yes,,,,,yes,yes,,,,,,,yes,,,,,,yes,,,,,,,,,,,,,yes,,,,,,yes,,,,,,,,,,,,,9/1/2011,,1970,1904,,,,,,yes,,12,,,,,yes,,yes,yes,yes,,yes,yes,,yes,yes,,,CCET - Text Message,,
4354,yes,Single-Family Home 001 (Master),Dallas,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,2572,2572,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
4377,yes,Single-Family Home 001 (Master),Haltom City,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,1599,1599,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
4517,yes,Single-Family Home 001 (Master),Mansfield,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,1550,1550,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,
4632,yes,Single-Family Home 001 (Master),Fort Worth,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,1770,1770,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
4634,yes,Single-Family Home 001 (Master),Spring,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,1644,1644,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
4834,yes,Single-Family Home 001 (Master),Spring,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,,,,,,,,,,,,,,,,,,,yes,,,yes,,,,,,,
4948,yes,Single-Family Home 001 (Master),Tomball,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,1722,1722,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9932,yes,Single-Family Home 001 (Master),Austin,Texas,2014-05-31 00:00:00-05:00,2021-01-31 02:59:00-06:00,1.00,,,,yes,,,,,,,,,,,,,yes,,,,yes,,,yes,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,yes,,,,,,,,,,,,,,,,2019-12-16 11:04:00-06:00,2021-01-31 05:01:00-06:00,97%,9/1/2011,,1998,2177,1529,648,0,0,0,yes,South,5.2,5.2,,,,,yes,yes,yes,yes,yes,yes,yes,,yes,yes,,,CCET - Pricing Trial,,
4980,yes,Single-Family Home 001 (Master),Irving,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,1812,1812,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
5262,yes,Single-Family Home 001 (Master),Arlington,Texas,2013-09-24 19:00:00-05:00,2016-02-26 03:59:00-06:00,1.00,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,yes,yes,,,,,,,,,,,,,,,2015-08-21 09:09:00-05:00,2018-09-27 13:02:00-05:00,97%,,,,,,,3/19/2013,,,3080,3080,,,,,,,,,,,,,,,,yes,yes,,,yes,,,,,,,
5394,yes,Single-Family Home 001 (Master),Plano,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,2056,2056,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
5485,yes,Single-Family Home 001 (Master),Houston,Texas,2013-09-11 19:00:00-05:00,2016-08-06 02:34:00-05:00,0.92,,,,yes,,,,,,,yes,,,,,,,,,yes,,,,yes,,,,,yes,,,,yes,,,,,,,yes,,,,,,,,,,yes,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,1960,1929,1929,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
5556,yes,Single-Family Home 001 (Master),Dallas,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,4593,4593,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
5610,yes,Single-Family Home 001 (Master),Richardson,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,2027,2027,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,,,,,,,
5850,yes,Single-Family Home 001 (Master),Friendswood,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,1932,1932,,,,,,,,,,,,,,,,yes,yes,yes,,yes,,,,,,,
5956,yes,Single-Family Home 001 (Master),Plano,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,2461,2461,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
6118,yes,Single-Family Home 001 (Master),Heath,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
6329,yes,Single-Family Home 001 (Master),Houston,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,2557,651,1906,,,,,,,,,,,,,,,,,,,yes,,,,,,,
6386,yes,Single-Family Home 001 (Master),The Colony,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,1548,1548,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
6408,yes,Single-Family Home 001 (Master),Hutchins,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
6470,yes,Single-Family Home 001 (Master),Spring,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
6809,yes,Single-Family Home 001 (Master),Houston,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,1812,964,848,,,,,,,,,,,,,,,,,,,yes,,,,,,,
6852,yes,Single-Family Home 001 (Master),Pflugerville,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,3210,1812,1398,,,,,,,,,,,,,,,,,,,yes,,,,,,,
6887,yes,Single-Family Home 001 (Master),Houston,Texas,2013-07-31 19:00:00-05:00,2017-01-24 02:31:00-06:00,0.96,,,,yes,yes,,,,,,,,,,,,,,,yes,,,,yes,yes,yes,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,2520,588,1932,,,,,,,,,,,,,,,,,,,yes,,,,,,,
7009,yes,Single-Family Home 001 (Master),Galveston,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,2343,1883,,,460,,,,,,,,,,,,,,yes,,,yes,,,,,,,
7154,yes,Single-Family Home 001 (Master),Pearland,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,2126,2126,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,
7166,yes,Single-Family Home 001 (Master),Houston,Texas,2013-08-06 00:00:00-05:00,2018-05-21 14:59:00-05:00,0.55,,,,yes,yes,,,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,yes,,,yes,,,,,,,yes,yes,,yes,,,,,,,yes,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,1991,2765,2071,694,,,,,,,,,,,,,,,,yes,,yes,yes,,,,,,,
7195,yes,Single-Family Home 001 (Master),Euless,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,1670,1670,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
7245,yes,Single-Family Home 001 (Master),Euless,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,1380,1380,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
7332,yes,Single-Family Home 001 (Master),Addison,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,3952,3952,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,
7364,yes,Single-Family Home 001 (Master),Arlington,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2013,,,3010,3010,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
